,Seed,Technique,Feature,Percentage,R2,RMSE
132,44,NN2,Pres,5,0.98576409627737,0.1097596280588767
133,44,NN2,Temp,5,0.9704202828718924,0.16421613195251608
134,44,NN2,UR,5,0.9373190943432257,0.23735850520179122
135,45,NN2,Pres,5,0.9887798209963439,0.09006362353813675
136,45,NN2,Temp,5,0.9730420337246822,0.14709376771958424
137,45,NN2,UR,5,0.946312799446151,0.22348766070708648
138,46,NN2,Pres,5,0.9961267776622887,0.05949325751020392
139,46,NN2,Temp,5,0.9715505002260413,0.1485224199074087
140,46,NN2,UR,5,0.9366238003132281,0.23831915374499912
141,47,NN2,Pres,5,0.9949438460233291,0.06731731378480052
142,47,NN2,Temp,5,0.9800460739314677,0.12429442530740423
143,47,NN2,UR,5,0.9397047051692125,0.23551649124971444
144,48,NN2,Pres,5,0.9945181155555065,0.0717834062069456
145,48,NN2,Temp,5,0.9768709921772804,0.12959132249133798
146,48,NN2,UR,5,0.952192600432698,0.21712301952502566
147,49,NN2,Pres,5,0.9918983052297633,0.08648560445971859
148,49,NN2,Temp,5,0.9783350758418582,0.14782708139141346
149,49,NN2,UR,5,0.9366238003132281,0.23831915374499912
150,0,NN2,Pres,10,0.9946624183319361,0.07048433493645265
151,0,NN2,Temp,10,0.9683057320563004,0.15252380921756
152,0,NN2,UR,10,0.9321296601023749,0.24971827419826972
153,1,NN2,Pres,10,0.99498121369303,0.06726945271336399
154,1,NN2,Temp,10,0.9715539908601654,0.14607666881141076
155,1,NN2,UR,10,0.934891060849729,0.23967015227359229
156,2,NN2,Pres,10,0.9937279475089885,0.076604685813327
157,2,NN2,Temp,10,0.9731678932264852,0.1423828610366378
158,2,NN2,UR,10,0.934891060849729,0.23967015227359229
159,3,NN2,Pres,10,0.9948096179412899,0.06888663027502638
160,3,NN2,Temp,10,0.9591149675305753,0.187517540902002
161,3,NN2,UR,10,0.9295502681332194,0.24842989394934437
162,4,NN2,Pres,10,0.9930074059809294,0.08141972719724161
163,4,NN2,Temp,10,0.9760675015505289,0.13449034329495227
164,4,NN2,UR,10,0.9385024084464431,0.23725927090848417
165,5,NN2,Pres,10,0.9947542258349431,0.07046454548497831
166,5,NN2,Temp,10,0.968035488896276,0.155385663631908
167,5,NN2,UR,10,0.9351141507686925,0.2356698174621456
168,6,NN2,Pres,10,0.9949179595942335,0.06993879993580825
169,6,NN2,Temp,10,0.9714958933444316,0.1472478531638733
170,6,NN2,UR,10,0.9333681208219046,0.23784663065399447
171,7,NN2,Pres,10,0.9944004264605442,0.07152524367724222
172,7,NN2,Temp,10,0.9723779902863665,0.14662641983050026
173,7,NN2,UR,10,0.9148658347029721,0.2647726359528984
174,8,NN2,Pres,10,0.9937235435103531,0.07656145110950255
175,8,NN2,Temp,10,0.9678597917318601,0.15761468022399022
176,8,NN2,UR,10,0.9331895741833004,0.24294354116350161
177,9,NN2,Pres,10,0.9949286267878588,0.07057083560509671
178,9,NN2,Temp,10,0.9643912693096223,0.160928235209535
179,9,NN2,UR,10,0.9295502681332194,0.24842989394934437
180,10,NN2,Pres,10,0.9942410877937949,0.0725180728388739
181,10,NN2,Temp,10,0.9731678932264852,0.1423828610366378
182,10,NN2,UR,10,0.9321296601023749,0.24971827419826972
183,11,NN2,Pres,10,0.993950434247568,0.07542201860883442
184,11,NN2,Temp,10,0.9724636195103463,0.14283704917875287
185,11,NN2,UR,10,0.942885684387179,0.22899966290734744
186,12,NN2,Pres,10,0.9947552944639729,0.06543990945459201
187,12,NN2,Temp,10,0.9599562051126751,0.17671170704646286
188,12,NN2,UR,10,0.9409918420528384,0.2283982959192631
189,13,NN2,Pres,10,0.9952876473696417,0.06729996555421246
190,13,NN2,Temp,10,0.9730699273999593,0.14150466923204183
191,13,NN2,UR,10,0.9263886794964049,0.2584210480764294
192,14,NN2,Pres,10,0.9938633826165062,0.07745442511506653
193,14,NN2,Temp,10,0.9715539908601654,0.14607666881141076
194,14,NN2,UR,10,0.9400883617157567,0.23912013654823056
195,15,NN2,Pres,10,0.9953640492815133,0.06544659544534438
196,15,NN2,Temp,10,0.9715539908601654,0.14607666881141076
197,15,NN2,UR,10,0.9331895741833004,0.24294354116350161
198,16,NN2,Pres,10,0.995281068522863,0.06669477164990181
199,16,NN2,Temp,10,0.9755056791393596,0.1417922004664295
200,16,NN2,UR,10,0.9291793515695771,0.24822168838841324
201,17,NN2,Pres,10,0.9932329029509017,0.08108682013871672
202,17,NN2,Temp,10,0.9639162915914045,0.16110354473794605
203,17,NN2,UR,10,0.9400883617157567,0.23912013654823056
204,18,NN2,Pres,10,0.9937042163235233,0.07894929965100725
205,18,NN2,Temp,10,0.9710985597376426,0.1498345861150109
206,18,NN2,UR,10,0.9385024084464431,0.23725927090848417
207,19,NN2,Pres,10,0.9930273149282935,0.079984605909185
208,19,NN2,Temp,10,0.9712121841304436,0.14972001749967895
209,19,NN2,UR,10,0.925338531137491,0.257278661973722
210,20,NN2,Pres,10,0.9950938614982933,0.0687862125311721
