,Technique,Percentage,ExecTime,AllocMemory
309,NN1-test,50,61.32696986198425,141.4912109375
310,NN1-train,50,6.156538963317871,3906.63671875
311,NN1-test,50,60.38997030258179,139.4365234375
312,NN1-train,50,8.338773727416992,3908.88671875
313,NN1-test,50,60.52286624908447,139.4365234375
314,NN1-train,50,5.335293292999268,3905.59765625
315,NN1-test,50,60.482913970947266,139.4365234375
316,NN1-train,50,5.858391761779785,3906.09375
317,NN1-test,50,60.43984055519104,139.4365234375
318,NN1-train,50,5.334795713424683,3905.69140625
319,NN1-test,50,60.54583525657654,139.4365234375
320,NN1-train,50,6.295035362243652,3906.703125
321,NN1-test,50,60.502015829086304,139.4365234375
322,NN1-train,50,5.820409059524536,3907.1875
323,NN1-test,50,60.529529094696045,139.4365234375
324,NN1-train,50,6.780991554260254,3907.29296875
325,NN1-test,50,60.209129333496094,139.4365234375
326,NN1-train,50,7.7243335247039795,3908.1953125
327,NN1-test,50,60.26205348968506,139.4365234375
328,NN1-train,50,5.756955862045288,3906.12109375
329,NN1-test,50,60.604721784591675,139.4365234375
330,NN1-train,50,6.63504433631897,3906.90234375
331,NN1-test,50,60.53912377357483,139.4365234375
332,NN1-train,50,5.572616815567017,3905.8046875
333,NN1-test,50,60.54325866699219,139.4365234375
334,NN1-train,50,6.610631942749023,3906.953125
335,NN1-test,50,60.34814643859863,139.4365234375
336,NN1-train,50,7.154593229293823,3907.73046875
337,NN1-test,50,60.69197392463684,139.4365234375
338,NN1-train,50,6.591213941574097,3908.796875
339,NN1-test,50,60.428242921829224,139.4365234375
340,NN1-train,50,5.611745119094849,3905.875
341,NN1-test,50,60.3839373588562,139.4365234375
342,NN1-train,50,6.301939010620117,3906.703125
343,NN1-test,50,60.33474850654602,139.4365234375
344,NN1-train,50,6.273603439331055,3907.953125
345,NN1-test,50,60.501843214035034,139.4365234375
346,NN1-train,50,8.51634430885315,3909.078125
347,NN1-test,50,60.329206705093384,139.4365234375
348,NN1-train,50,6.871086597442627,3907.28125
349,NN1-test,50,60.5053870677948,139.4365234375
350,NN1-train,50,6.544165849685669,3907.84375
351,NN1-test,50,60.26732659339905,141.7724609375
352,NN1-train,50,7.266967296600342,3907.6484375
353,NN1-test,50,60.561583042144775,139.4365234375
354,NN1-train,50,6.545180559158325,3907.13671875
355,NN1-test,50,60.470558881759644,139.4365234375
356,NN1-train,50,5.439856290817261,3905.73046875
357,NN1-test,50,60.552053928375244,139.4365234375
358,NN1-train,50,7.039296388626099,3907.71484375
359,NN1-test,50,60.45928239822388,139.4365234375
360,NN1-train,50,7.2199485301971436,3907.828125
361,NN1-test,50,60.31953001022339,139.4365234375
362,NN1-train,50,6.383179426193237,3906.6171875
363,NN1-test,50,60.436018228530884,139.4365234375
364,NN1-train,50,5.90606427192688,3906.296875
365,NN1-test,50,60.27390694618225,139.4365234375
366,NN1-train,50,7.882805109024048,3908.484375
367,NN1-test,50,60.63724112510681,139.4365234375
368,NN1-train,50,5.7239439487457275,3906.171875
369,NN1-test,50,60.44370985031128,139.4365234375
370,NN1-train,50,5.266297340393066,3905.59375
371,NN1-test,50,60.47154903411865,139.4365234375
372,NN1-train,50,6.484744548797607,3907.0625
373,NN1-test,50,60.14848828315735,139.4365234375
374,NN1-train,50,6.796419620513916,3907.15625
375,NN1-test,50,60.881394386291504,139.4365234375
376,NN1-train,50,7.547500371932983,3909.171875
377,NN1-test,50,60.30690813064575,139.4365234375
378,NN1-train,50,6.215379953384399,3906.609375
379,NN1-test,50,60.586480140686035,139.4365234375
380,NN1-train,50,7.578495264053345,3908.984375
381,NN1-test,50,60.383938789367676,139.4365234375
382,NN1-train,50,6.268303394317627,3906.578125
383,NN1-test,50,60.45310711860657,139.4365234375
384,NN1-train,50,6.41437029838562,3906.875
385,NN1-test,50,60.55513882637024,139.4365234375
386,NN1-train,50,5.759807348251343,3906.15625
387,NN1-test,50,60.375802516937256,139.4365234375
388,NN1-train,50,6.597340822219849,3906.96875
389,NN1-test,50,60.367202043533325,139.4365234375
390,NN1-train,50,6.996926546096802,3907.62109375
391,NN1-test,50,60.55988073348999,139.4365234375
392,NN1-train,50,5.049500942230225,3905.28515625
393,NN1-test,50,60.233460903167725,139.4365234375
394,NN1-train,50,5.902760028839111,3906.27734375
395,NN1-test,50,60.27989220619202,139.4365234375
396,NN1-train,50,7.4039435386657715,3907.6484375
397,NN1-test,50,60.37900185585022,139.4365234375
398,NN1-train,50,5.0498785972595215,3905.32421875
399,NN1-test,50,60.26797938346863,142.0888671875
