,Seed,Technique,Feature,Percentage,R2,RMSE
293,47,Average4v,UR,10,0.7907642470629905,0.41651236246779444
294,48,Average4v,Pres,10,0.9362087860316561,0.25009974214164005
295,48,Average4v,Temp,10,0.8757667629138306,0.31352149478638874
296,48,Average4v,UR,10,0.7901273463642174,0.44179905117008644
297,49,Average4v,Pres,10,0.9405302461368378,0.24264505984990556
298,49,Average4v,Temp,10,0.8769290782232927,0.3240963774734827
299,49,Average4v,UR,10,0.785449622774909,0.4361342010158496
300,0,Average4v,Pres,25,0.9360959287857546,0.24495005384537957
301,0,Average4v,Temp,25,0.8583809633215994,0.32077199354604774
302,0,Average4v,UR,25,0.7918320697088717,0.4358996223841784
303,1,Average4v,Pres,25,0.9419020208927814,0.2339426613721801
304,1,Average4v,Temp,25,0.8743198553696867,0.31475569832017275
305,1,Average4v,UR,25,0.7843539899226393,0.43407081733722597
306,2,Average4v,Pres,25,0.9415618215004936,0.23567728111970013
307,2,Average4v,Temp,25,0.8690252203743998,0.31664329629094673
308,2,Average4v,UR,25,0.7843539899226393,0.43407081733722597
309,3,Average4v,Pres,25,0.9406461357908553,0.2420180701023147
310,3,Average4v,Temp,25,0.8650436969751548,0.3294648661585827
311,3,Average4v,UR,25,0.7734818273298533,0.44635399933775965
312,4,Average4v,Pres,25,0.9383321613623627,0.24136360123470804
313,4,Average4v,Temp,25,0.8691854073119126,0.31486832056467157
314,4,Average4v,UR,25,0.7799956024549973,0.438294910241646
315,5,Average4v,Pres,25,0.9376555783549169,0.24467873246815194
316,5,Average4v,Temp,25,0.8700389603121489,0.31547669443654774
317,5,Average4v,UR,25,0.7816977539330239,0.4438309647677712
318,6,Average4v,Pres,25,0.9393501585285647,0.24093481282574808
319,6,Average4v,Temp,25,0.8668676001380902,0.31823255869884565
320,6,Average4v,UR,25,0.7742369299882763,0.4419016463806037
321,7,Average4v,Pres,25,0.9376985494841961,0.24148074010042525
322,7,Average4v,Temp,25,0.8657752095816321,0.3145845851980831
323,7,Average4v,UR,25,0.7761125363767362,0.441897034223878
324,8,Average4v,Pres,25,0.934118758609039,0.24417360500841398
325,8,Average4v,Temp,25,0.8638809833502621,0.3232974560405737
326,8,Average4v,UR,25,0.7812850487512842,0.43863585557886214
327,9,Average4v,Pres,25,0.9394778354767527,0.2432082850058662
328,9,Average4v,Temp,25,0.8700103703625633,0.3110959884950022
329,9,Average4v,UR,25,0.7734818273298533,0.44635399933775965
330,10,Average4v,Pres,25,0.9335225332323329,0.2472690834706241
331,10,Average4v,Temp,25,0.8690252203743998,0.31664329629094673
332,10,Average4v,UR,25,0.7918320697088717,0.4358996223841784
333,11,Average4v,Pres,25,0.9392337545325147,0.23819602678505875
334,11,Average4v,Temp,25,0.866341974640332,0.31996438502977104
335,11,Average4v,UR,25,0.7937565401983864,0.43084525255513423
336,12,Average4v,Pres,25,0.9352886610125696,0.24674976606687424
337,12,Average4v,Temp,25,0.8614956923793372,0.3245044152390042
338,12,Average4v,UR,25,0.7961771457524639,0.4348460407256229
339,13,Average4v,Pres,25,0.9394434263969771,0.23833500728881632
340,13,Average4v,Temp,25,0.8767682062832907,0.31090756600038344
341,13,Average4v,UR,25,0.778606065670165,0.44200393539596994
342,14,Average4v,Pres,25,0.9363997555914001,0.2468718136558611
343,14,Average4v,Temp,25,0.8743198553696867,0.31475569832017275
344,14,Average4v,UR,25,0.7890638864444346,0.43558314496124473
345,15,Average4v,Pres,25,0.9355851956844802,0.24336683137719692
346,15,Average4v,Temp,25,0.8743198553696867,0.31475569832017275
347,15,Average4v,UR,25,0.7812850487512842,0.43863585557886214
348,16,Average4v,Pres,25,0.9413931560603821,0.2386938274769303
349,16,Average4v,Temp,25,0.86289388816103,0.32676029622238506
350,16,Average4v,UR,25,0.7921853595809699,0.42994830877593004
351,17,Average4v,Pres,25,0.9415148778261061,0.24161229169806178
352,17,Average4v,Temp,25,0.8614931648821332,0.32513173697559994
353,17,Average4v,UR,25,0.7890638864444346,0.43558314496124473
354,18,Average4v,Pres,25,0.9433915590574234,0.23552925813674414
355,18,Average4v,Temp,25,0.8651944404314651,0.3214930107219568
356,18,Average4v,UR,25,0.7799956024549973,0.438294910241646
357,19,Average4v,Pres,25,0.9385547767391302,0.23911891030484442
358,19,Average4v,Temp,25,0.8714638707209573,0.316224553980719
359,19,Average4v,UR,25,0.7718155052825304,0.43743184777554156
